id,tweet_id,tweet_text,target
697,912828919044243456,#الملك_ينتصر_لقياده_المراه عزيزتي البنت اذا انتي موفر لك سواق وتروحي وتجي وقت ما تبغي وعلى كيفك ترا في بنات ما عندهم سواق وما يخرجو,Women Driving
698,757650195857412096,. ترا انا قاعد اقود سيارتي وانتي #لن_تقودي 🚬,Women Driving
699,729582324359303168,#لن_تقودي - وحده تقول قلت لجدتي تهقين ياجده بيوافقون لنا بالسواقه 🚙 ؟؟ قالت جعلهم يوافقون عيالنا راحوا بالحوادث وانتن وش كثركن ☹ ..,Women Driving
700,724738120349003776,#لن_تقودي ان شاء الله لن تقودي,Women Driving
701,1010669479645335553,المرأة تقود منذ القدم ، فقد قادت وهي أم قادت وهي زوجة قادت وهي طبيبة قادت وهي معلمة ومربية لأجيال ، فلاعجب أن تقود سيارة لضرورة سوغت لها اتقان هذه المهارة كغيرها من المهارات ومن لم تتقن قيادة السيارة حتما لن ترم بنفسها للهلاك #المرأة_السعودية_تسوق,Women Driving
702,861206783850950656,"#طالبتان_من_حايل_تنقذان_سايق يبدو والله العالم ان ذلك مسرحية من الليبراليون للمطالبة للسماح للمرأة للقيادة, اتركوا عنكم الأفلام. #لن_تقودي",Women Driving
703,1010670580713050112,#لن_تقودي رغم اني م راح اسوق بس مبسوطه ع القرار 🙃,Women Driving
704,1010671899582566400,#المراه_السعوديه_تسوق معليشش تحمستت ،ماضاع مفتاح سيارت ابوي الا الليوم😭😭😭,Women Driving
705,869764039550881792,#لن_تقودي لالالا #لن_تقودي,Women Driving
706,1011000262281060354,#المراه_السعوديه_تقود_السياره ليست من اكبر اهتماماتنا... باب فتنة وشر . فتح ؟؟ مثل ابواب الشر الاخرى .,Women Driving
707,1008581479914491904,"#كل_يوم_معلومة #قياده_المرأه_السعودية عزيزتي صاحبة المركبة ✋️ هذه علامة ""امامك مطبات اصطناعية"" وليس كما تعتقدين : ""امامك حريم يصلّون 😔💔",Women Driving
708,1011362238492536832,#المراه_السعوديه_تسوق الشي الوحيد اللي باقي لنا يالشباب الذكور هو قسم البخاري في مطعم لؤلؤة الحمراء. ألذ بخاري بالرياض 🤣,Women Driving
709,1011016989517770758,هل من المعقول انا كنّا نثق بسائق وهل معقول ان الأجنبي عنده مرؤة وشهامة ونخوة اكثر من الشاب العربي السعودي .. من الذي صور لنا ان شباب الوطن قطيع من الوحوش . #قيادة_المرأة_السعودية,Women Driving
710,729584248378818560,#لن_تقودي ليه أقود عندي سواق انا اميره 🙊،,Women Driving
711,1010672977430679556,والله وساقت 🤔 الله يكتب لنا الخيره في قيادتها 😂 ويكفينا شرهاز #المراه_السعوديه_تسوق,Women Driving
712,724802297667137536,#لن_تقودي يُسقط الله عن المرأه ' وجوب صلاة الجماعة وأنتم تخرجونها لتقود السيارة. الشيخ ابن غديان رحمه الله,Women Driving
713,1010671877508026368,#المراه_السعوديه_تسوق الوضع مره أوفر بخصوص السواقه خلاص ياهمج اثقلوا,Women Driving
714,721431878830567424,#السماح_للمراه_بقياده_الدراجه لن تقودي #لن_تقودي لن تقوووووووووووووووووووووووودي,Women Driving
715,1011379876501377024,#المراه_السعوديه_تقود_السياره #ياسر_التويجري قد قالها قبل القرار نتضر كلامه صحيح او لا انشاءالله يكون كلامه غلط,Women Driving
716,721949761977335808,الغرب يناقشون في امور مهمه ومتقدمين عننا سنوات ضوئيه واحنا نناقش تفاهات من الأخير #لن_تقودي #الشوري_يناقش_قياده_المراه,Women Driving
717,724699656362582016,#لن_تقودي انا من شفت المواقف عند كليتنا اكثر من مواقف كلية العيال صدقوني بنسوق بنسوق🗿💔,Women Driving
718,1010671763615870979,#قياده_المرأه_السعودية الله يحفظهن ويستر عليهن ويبعد عنهن الشر,Women Driving
719,1011291178891972608,#المراه_السعوديه_تقود_السياره سمحوا لكم بالقياده موو برمي الحجاب والاستعراض بالشعر والمكياج فشلتوتا عادي تسوقين وانتي محجبه,Women Driving
720,1010673577992118273,يا امه ضحكت من جهلها الامم #المراه_السعوديه_تسوق URL,Women Driving
721,1010673441845006342,#قياده_المراه_السعوديه اكثر وحده كنت مبسوطه يوم صار خنقتني العبره💔💔💔,Women Driving
722,724714738966470656,حين تعطل السياره او بنشر التاير، لن تستطيع ان تتصرف ، حينها ستكون معرضه للخطر والتحرشات من بعض الشباب #لن_تقودي,Women Driving
723,724719519411896320,الحمد الله اننا لان نسوق #لن_تقودي,Women Driving
724,1010670152273268739,#المراه_السعوديه_تسوق زمان بروح اقهوي فلانة ولدت الحين بروح اقهوي فلانة صدمت,Women Driving
725,724714504299401217,الذين ينادون بحرية المرأة لا يريدون حريتها بل يريدون حرية الوصول إليها الأمير نايف رحمك الله #لن_تقودي,Women Driving
726,998321652776800256,أول خطوات الإختبارات لنيل الرخصة السعودية تجاوزتها .. عقبال باقي الخطوات و نيل الرخصة 🙏🏻🙏🏻🙏🏻 #قياده_المرأه_السعودية,Women Driving
727,1010669939664048131,#المراه_السعوديه_تسوق .. توكم تسوقون .. تو الناس 😂😂😂,Women Driving
728,1010670332825530368,تحية من المكسيك في شوارع جدة 💜 #المرأة_السعودية_تسوق,Women Driving
729,724705780658782208,#لن_تقودي قيادة المرأة جايه بإذن الله لكن مو بهالوقت يعني اللي يصير الحين من كلام الشعب آراء وليست فرض,Women Driving
730,1009201699456774145,مساء الفل .. خمس ايام وتعبين فل #قيادة_المراه_للسيارة #قياده_المرأه_السعودية,Women Driving
731,997821760618811393,اليوم تغسلين المواعين شهر ١٠ تغسلين سيارتك 😆😆😆 😜 #رمضان_كريم #قيادة_المرأة_للسيارة😅 #قياده_المرأه_السعودية,Women Driving
732,912828569851695104,#الملك_ينتصر_لقياده_المراه الله الحافظ وضع الاسعاف بعد القشعه بعيد الشر من بيشيل فطيم وهي مرميه ع الرصيف لابد من وضع مسعفات للنساء🤣,Women Driving
733,1010670861127385089,#المراه_السعوديه_تسوق سعيدة أني عاصرت لحظات وأعوام حافله بالأمجاد 💚🇸🇦 بنات الخبر الغاليه 🕊,Women Driving
734,739865599891890176,#لن_تقودي حتى المستقبل,Women Driving
735,1010670800955944960,الي ماهي ناوية تسوق سيارة تجي تختار دراجة 😁🚴🏻‍♀️✌🏽 #المراه_السعوديه_تسوق,Women Driving
736,724868370810724352,تم الحكم على أساتذة وشيوخ ومتعلمي ودكاترة وأطباء رجال المملكة أن يستمروا على وظيفة سواق #لن_تقودي,Women Driving
737,1010673058204606470,#قياده_المراه_السعوديه من سوء حظكم اني مو بالسعودية ولا كان وريتكم المهارات 😎,Women Driving
738,1010670297756979200,#لن_تقودي لن تقودي هاااه يلاه سمعونااا صياااحكم 😂,Women Driving
739,729581968791326720,#لن_تقودي خلاص ندري اننا ما بنسوق اصلاً 🙂✋🏾.,Women Driving
740,1010671296487809029,#المراه_السعوديه_تسوق ياامةً ضحكت من جهلها الامم كل الفرحه ع شان المرأة تسوق السياره طيب المرأة نجحت كأم ونجحت كزوجه ونجحت مخترعه وطبيبه كاتبه ومؤلفه وووو .. وقفت على القياده وكأن الامر فيه حل للفقر والوظائف والفساد والسعوده الحقيقيه اااااااخ منكم يابتووع ..,Women Driving
741,1011035746361335809,#قيادة_المرأة_السعودية نسبة وفيات حوادث المرور سترتفع الله يحمي الجميع . إلا كم واحد ...,Women Driving
742,1010668370134552576,فرحة اللحظات الأولى بعد دخول قرار قيادة المرأة للسيارات حيز التنفيذ #قودي_كزهرة #المرأة_السعوديه_تسوق,Women Driving
743,1011329651233443840,#المرأه_السعوديه_تقود 😳👞 واحد يقول زوجتى أشترت لى جزمة ماركة و عجبتني قلتلها ذوقك حلو قالت لي أنا أصلاً من زمان أعرف أختار الجزم يقول من أمس مانمت من القهر حاس إنها تقصدني صايرين حساسين بعد سواقة الحريم الله يهديهم😎 😂 😂😂😂,Women Driving
744,1010673328607191043,#المراه_السعوديه_تسوق يوم تاريخي مبروك للجميع و العُقبى لنا ان شاء الله 🚘🤞,Women Driving
745,766551926704005120,انا مابي المراءه تسوق لان انا م اعرف اسوق ي بنات 💔#لن_تقودي,Women Driving
746,729613664865681408,#لن_تقودي. طيب لن اقود الله يخلي الخروف يقودددددددد وانا ملكه 👍🏻👍🏻💃😉,Women Driving
747,1003748830335111169,مبروك للخليج كله السماح ل ٤٠٪ من سكانه بقيادة السيارة #قياده_المرأه_السعودية,Women Driving
748,724745021484896256,#لن_تقودي سايقين وسايقين وسايقين من فوق خشومكم 🔪 خلونا نعطي أنفسنا شوية امل بالأول لن يتزوجكي والحين لن تقودي 🔪🔪,Women Driving
749,796278067060736000,ماررررح تسوقي آبدا شيلي ذا شيء من راسكك ✋✋فزعتكم لرايد✋✋ ماتقدر آجل آنشرهاا ﻵنه مابقى شيء #لن_تقودي,Women Driving
750,1011290461623988229,#قياده_المرأه_السعودية ليش الحدث ماخذ اكبر من حجمه.. إعلام غبي يضحك على نفسة ماشفنا بنت تسوق الا اللي خلف الكميرات .,Women Driving
751,724745754099724289,#لن_تقودي المشكله في خرفان موافقين هذولي مو موافقين عشان مصلحت الحريم هذا يبي سولة الوصول الا المرأه,Women Driving
752,1010670301116542976,متحمسه لشعور اول مشوار اسوق فيه 😍😍😍😍😍😍😍 #المراه_السعوديه_تسوق,Women Driving
753,1010672056172728320,#المرأة_السعودية_تسوق حق مكتسب مالها داعي الأوفر هذا كله,Women Driving
754,1011019414777548800,تعديل نقابك سبب اتقلابك #المرأة_السعودية_تسوق,Women Driving
755,992915300399149056,😂😂😂😂😂😂 يوه ماصدق #لن_تقودي,Women Driving
756,1010670526128324608,ههههههه والله ونعم كمان رابح صقر #المرأة_السعودية_تسوق URL,Women Driving
757,1011014902662811649,بكل بساطة أقول المرأة السعودية كانت ملكة لأن الكل كان يخدمها واليوم تخلت عن تاج الملكة و ستبدأ بتقديم خدماتها للكل #المراه_السعوديه_تقود_السياره,Women Driving
758,1010669133913034752,#المراه_السعوديه_تسوق قد تطرأ على الأسر بعض الظروف الصعبة التي تحتاج فيها المرأة لقيادة السيارة والتصرف السريع، لاسيما في حالة المرض الفجائي للزوجة أو أحد أفراد الأسرة، أو حدوث مكروه لهم، بما لا ينتظر وصول الإسعاف. يتبع,Women Driving
759,724738807103369217,"أول شخص يقود سيارة لمسافة طويلة مستقطباً اهتمام العالم كانت امرأة وهي ""بيرثا بينز""وهي أيضاً مخترعة الفرامل #لن_تقودي",Women Driving
760,1010672512294932480,#المراه_السعوديه_تسوق عساها خيره ان شاء الله,Women Driving
761,729579840366628864,#MBC_تحرض_علي_قياده_المراه #لن_تقودي هذا مجتمع تشغله التفاهات وتسبب له معضلة !! امة ضحكت من جهلها الامم,Women Driving
762,739909136796778496,يشتكون من التحرش والاختطاف ثم يطالبون بالقيادة ليضيفوا إلى الاختطاف سرقة السيارة أيضاً لذلك نقول #لن_تقودي 😌,Women Driving
763,724748943020666880,#لن_تقودي إنتي تقودي ياعزيزتي من زمان تقودي أجيال بتربية وقيادة المجتمع فكريا وعمليا فقد كرمك الأسلام على كثير من خلقة فاحذري الذئاب البشرية,Women Driving
764,729675977824047105,#لن_تقودي م بدنا نسوق بس فكو عنا 😒,Women Driving
765,1011297449259032577,ربي اقم الساعة فقد مكن للظالم والمنافق على أهل الحق والفضيلة. #المراه_السعوديه_تقود_السياره,Women Driving
766,725813967973695492,#لن_تقودي تخيلوا,Women Driving
767,724698823872905216,#لن_تقودي الحمد لله اقود وقيادتي افضل مليون مرة من الرجال 😝موتوا بغيظكم 😝,Women Driving
768,1010670624761700352,#المراه_السعوديه_تسوق الف مبروووك الله يعطيهم من خيرها🌹,Women Driving
769,1010672757582024709,#المراه_السعوديه_تسوق كم حادث للحين,Women Driving
770,1010670179993432064,#المراه_السعوديه_تسوق الله يحفظ بلادنا . وستبدأ المطالبات بأمور أخرى .,Women Driving
771,1010997450058936320,#المرأة_السعودية_تقود_السيارة مبروك السواقه😇,Women Driving
772,724782065649078272,#المجتمع_مع_قياده_المراه الله يغثكم كانكم غثيتونا هيه انتي وياها #لن_تقودي سمعتي والا اعيدها تبين انقلعي برا دجي دجك جني 🌚,Women Driving
773,1010669891790176256,معركة وتم حسمها! #المرأة_السعودية_تسوق,Women Driving
774,686076516606865408,#سوالف_مكرره_حفظناها #لن_تقودي حفظناها وربي ما عاد نبي نقود ولا هلل,Women Driving
775,729647125219442688,لن تقودي لن تقودي لن تقودي لن تقودي لن تقودي تخسون بنات أخر زمن ايش ابي أسوق . #لن_تقودي,Women Driving
776,740687900535345152,#سنسوق_فوق_خشومكم ترا من فوق خشم ابوك او اخوك او زوجك اذا تعديتيهم ذيك الساعه تعدي غيرهم ي قويه انتِ. #لن_تقودي,Women Driving
777,724697469997723649,#لن_تقودي اتمنى الصوت واضح لن تقودي 😁😁😁😁😁,Women Driving
778,1004521068466442240,في ناس يزهبون العصابة قبل الفلقة فيما يخص #قياده_المرأه_السعودية .. طيب لو كانت منقبة شلون بيتعرفون على هويتها .. طيب الشرطي يوقفها ؟ طيب بتدخل قسم التوقيف ؟ بلا بلا بلا,Women Driving
779,1005921299561111552,خلصت مرحلة الدفع و التسجيل 🏎🤝 &gt;&gt; إنّ غَداً لنَاظِرِهِ قَرِيبُ &gt;&gt; شكرا يا أبو فهد على إنتصارك لقيادة المرأة 🙏🏻💜 #الملك_ينتصر_لقيادة_المرأة MENTION,Women Driving
780,1010672624945508352,#المراه_السعوديه_تسوق الف مبروك لنا ولكل السعوديات توكلي وانطلقي 😝🙏🏻,Women Driving
781,724700183427190784,عضوات الشورى خلاص انتهى الموضوع مافيه سواقه ارجعو ابحثو في مواضيع اهم من السواقه وفكونا وشوفوالمشاكل الي تواجه المراه ولا استقيلو #لن_تقودي,Women Driving
782,729609993603911680,اجل خليها تروح مع الهندي العازب او تموت علي الطراق ازين 👍 #لن_تقودي,Women Driving
783,724718819365756928,#لن_تقودي لن نقود طالماهناك بهايم متخلفه بمجتمعنااللي ينظر الى المرأه انها بس للمتعه والفتنه وممن تحاول بعقلها المريض لفت الانتباه ورخصيه,Women Driving
784,703141378180542464,واالله اتمنئ. يصدر أمر نسوق سيارة علئ الاقل الموظفات بس .. الاغلبيه ترفض وهم عندهم سواق تركب بنته مع اجنبي عادي 😂 #قيادة_المرأه_السعوديه,Women Driving
785,1010673725656662017,#المراه_السعوديه_تسوق الله يستر علينا وعلى شباب المسلمين من كل أنثى لا تتقيد بأنظمة السلامة والمرور ومن كل مستهترة تقف وراء المقود(السياره) بدون رخصة مرور ومن لا تجيد قيادة السياره؟ اللهم احفظنا بحفظك وارزقنا الستر يوم القيامه,Women Driving
786,1010672056684433408,#المراه_السعوديه_تسوق شكرا ملكنا الغالي .. أنت ملك من قبل ما تصبح ملك .. شكرا رجال الأمن اللي الآن يتابعون الوضع بأفضل أداء .. سبحان الذي سخر لنا هذا وما كنا بمقرنين 🙏,Women Driving
787,912828561869991936,#السماح_بقياده_المراه ههههههههههههههههههههه وكمان تكون مستعجلة هيا خذلك رباط صليبي,Women Driving
788,746933561907945473,من قال اني ابي اسوق اصلا فاضيه اتعب مخي انظر ذي السياره وين وانا وين والمطافيق كثير #لن_تقودي,Women Driving
789,739905909682515968,اعيد واكرر واقول #لن_تقودي,Women Driving
790,881661686146531328,الرجال اللي منثبر بالبيت ٢٤ ساعه وش تحس ياخي ! انا لو اسوق تشتكي مني محطات البنزين 💨🚗 بتقولون #لن_تقودي أدري اصلا 😒,Women Driving
791,722942737113190402,البنات بدوا يتخيلون اذا بسوقون ، احب أقولك #لن_تقودي,Women Driving
792,1010673119894364160,متى تتفتح شركت التأمين والله ماطلع سيارتي وتأمينها منتهي #المراه_السعوديه_تسوق,Women Driving
793,1011396619076538368,هذي تبي تسوق ولا تبي مشروبات روحيه هذا الي يقول الي عمره ماتبخر تبخر وإحترق لا حول ولا قوة الا بالله #قياده_المرأه_السعودية,Women Driving
794,989468259735961601,اذا ركنتي بين صفة سيارات وتبي تطلعي...اول ارجعي ع ورا لين اطلعي اغلب بودي السيارة لا تكسري المقود ابدا...طلعيها ثم اكسريه 😷 انا طلعتها شويه ثم كسرت المقود خبطت فالسيارة الي يميني #قيادة_المرأة #قياده_المرأه_السعودية,Women Driving
795,1010672647896748034,بِسْم الله نبدأ ،اول تغريدة لي لهذا الحدث العظيم ،، الشكر لله اولاً ثم لخادم الحرمين الشريفين الملك سلمان حفظه الله على هذا القرار العظيم والشكر موصول أيضاً للمتابع بجد و حزم سمو ولي العهد الأمين الامير محمد بن سلمان حفظة الله #مرحبا_في_الوطن #المرأه_السعوديه_تقود ❤️👏🏽,Women Driving
796,1011017972046016518,#المراه_السعوديه_تسوق مره ثانيه خلوها تصادم سيارات ما يصير شي نفس اللعبه 😂😂,Women Driving
797,965185320282095616,القرار لنن يشمل بنات البقوم✋ #الملك_ينتصر_لقياده_المراه,Women Driving
798,1011308200933675008,١٠/١٠ كان يوم تاريخي الحمدلله أني شهدت هذا اليوم وهذا التغير وهذه الانطلاقة اللي تعطيك شعور انك راح توصلي وراح تنجزي وماراح تحتاجي لأحد 💜💜💜💜💁🏻‍♀️ #قياده_المرأه_السعودية,Women Driving
799,1010671709903519744,لحظة طال انتظارها، ألف مبروك للمرأة السعودية وكذلك للرجل السعودي #المراه_السعوديه_تسوق,Women Driving
800,975136428203151360,#الملك_ينتصر_لقياده_المراه ارتحت لك يوم دقيتي اشارة ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههاختي قائدة المركبه : تعديل نقابك سبب انقلابك ..,Women Driving
801,1011017808388509696,البنت السعوديه قدها والى غيرها مو احسن منها سواء بالقياده او بالحشمه او بالعفاف اوبالحياء او بالحجاب . وكل ماهو بالبنت السعوديه يمثل البنت المسلمه. كلنا معك. #المراه_السعوديه_تسوق,Women Driving
802,724696548999831557,الله يريد بنا خير ويستر علينا ويختار لنا طريق الصواب #لن_تقودي,Women Driving
803,729609080042573824,#لن_تقودي طيب ندري وش الجديد 🙂💔,Women Driving
804,1010671299218362368,#المراه_السعوديه_تسوق قبل ١٠ سنوات جيت للرياض عشان العمل وكانت الشوارع شي فضيع😫 كنت اكره الدائري وخريص لأن الناس تلزق بسيارتي وارتبك وانا مسرع حطيت ورقه على القزاز الخلفي وكتبت (السائق تحت التدريب)😁وظللت السياره😂 صاروا العالم تبعد مني ورتحت انصح البنات تجربها(سائقة مبتدئه),Women Driving
805,1011336271476805632,#المرأة_السعودية_تسوق ماهذا الذي يحصل من تجاوزات وتبرح وسفور ومسخره وسفر عبر الحدود بلا محرم وقطع الالاف الكيلومترات من نساء لوحدهن نحن نتفهم حاجة بعض النساء للقياده وفق الضوابط الشرعيه ومرعاة الاداب لكن مايحصل مهزله باب شر فتح نسأل الله السلامه,Women Driving
806,811390159086387200,#رفع_سعر_البنزين_30بالميه كل يومين رافعين سلامات ي غالي احمدو ربكم ي بنات انكم ماتسوقون والا الحين شايلين هم زي الاولاد🌚 #لن_تقودي,Women Driving
